name,confidence,xmin,ymin,xmax,ymax
bowl,0.4028019905090332,253.95481872558594,577.395751953125,773.6153564453125,992.0394897460938
banana,0.39498817920684814,411.2414855957031,714.8622436523438,610.66650390625,812.7927856445312
person,0.3473604917526245,299.26190185546875,28.593135833740234,712.9295654296875,520.6614379882812
banana,0.2905946671962738,592.5950927734375,791.921630859375,635.6781616210938,824.54833984375
