name,confidence,xmin,ymin,xmax,ymax
bottle,0.4286303222179413,456.9053649902344,198.5585479736328,682.0927124023438,743.7035522460938
bottle,0.33532971143722534,178.5396270751953,239.6474151611328,373.3936462402344,718.351318359375
refrigerator,0.3287000060081482,31.581798553466797,45.38951110839844,380.216552734375,733.392578125
