name,confidence,xmin,ymin,xmax,ymax
bowl,0.3940370976924896,554.801513671875,1093.960693359375,708.7999267578125,1203.805419921875
bowl,0.26732373237609863,701.9583740234375,1096.4788818359375,872.886474609375,1209.6522216796875
bottle,0.25112617015838623,668.3720703125,35.9229736328125,1169.408447265625,1266.35009765625
