name,confidence,xmin,ymin,xmax,ymax
person,0.9146838784217834,296.627197265625,290.930419921875,506.3268737792969,582.1587524414062
tie,0.3781587779521942,428.3672180175781,427.90771484375,456.93756103515625,463.694580078125
